Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
AT3G46670	-2.66842968232364	-1.51829838569497	-1.40306457460552	0.175414286567303	0.314700694539467	-4.51036120477035
AT1G16880	-0.535289195035283	6.47760685371275	-1.40295980982232	0.175445109040098	0.314712368833553	-5.85445096064017
AT3G55200	0.204896503554294	3.33545182348413	1.40294096869244	0.17545065268178	0.314712368833553	-5.45801300908612
AT1G01670	0.350561378856538	0.833549501943031	1.40287065191315	0.175471343286326	0.314722701988918	-4.99448333204846
AT2G23100	-0.655316316947092	2.97770138689447	-1.40267342639828	0.175529387018462	0.314761831151633	-5.30549250508537
AT3G29780	-0.47644501122947	4.05050422660405	-1.40264699729752	0.175537166306176	0.314761831151633	-5.64597756506039
AT3G02900	0.220748351878665	4.5623405281684	1.40264431857309	0.175537954792153	0.314761831151633	-5.68096668420755
AT3G13040	0.170792182745068	6.65218594582326	1.4022947627196	0.175640871341717	0.314905280603159	-5.86331995745978
AT3G23260	0.466756693608481	0.676024327033145	1.40227112826616	0.175647831562236	0.314905280603159	-4.9167461673292
AT2G13650	0.138555731153849	4.72593058532672	1.40186322560214	0.175767991522493	0.315093907755265	-5.70984771414462
AT5G03570	0.433596016658354	4.02240811092017	1.40175804517009	0.175798986243211	0.315122672619633	-5.52176781031073
AT1G17890	0.189516038823745	6.27509236838203	1.40163949926384	0.175833924766035	0.315138118719981	-5.8554648806832
ATCG00270	-2.12022475468215	5.79810808385869	-1.40162736117911	0.175837502485029	0.315138118719981	-5.72323193054796
AT2G02990	-1.4186969573607	-0.244506364778163	-1.4013913236593	0.175907086490425	0.315232078115451	-4.62604065940912
AT4G10910	-2.24422009321065	-2.80997181139807	-1.40134807998217	0.175919837141849	0.315232078115451	-4.4778747333586
AT1G18140	-0.370933065442534	5.11935280590363	-1.40102524713647	0.176015049677239	0.315375881614637	-5.77608683880168
AT5G21910	0.810426410299496	-1.27491573560126	1.40052987922794	0.176161227883526	0.315610970914902	-4.62590640228308
AT3G46730	-0.671130571537276	1.51328985511108	-1.40045218664764	0.176184163013179	0.315625236365922	-5.04037410399053
AT1G05750	0.371647643450208	1.95058867461187	1.40026121905517	0.176240547490991	0.315652089398025	-5.15817477923882
AT5G62520	-0.69772305745602	2.71636906101318	-1.40026108465828	0.17624058717767	0.315652089398025	-5.33888517024897
AT5G06340	-0.333245811527387	4.59347581070357	-1.40018286572457	0.1762636860214	0.315652089398025	-5.66880427674318
AT2G41050	-0.257121127049987	3.60043844437638	-1.40014811994281	0.176273947579967	0.315652089398025	-5.50855107065403
AT1G67170	0.182202772283601	3.97338420699858	1.40014485015951	0.176274913277854	0.315652089398025	-5.59573064521164
AT1G79103	0.733184743810294	-1.52128531987733	1.40009716665178	0.176288996607351	0.315652089398025	-4.60127970497728
AT5G42950	0.161587331352686	7.20946592089952	1.39978839077877	0.176380215392267	0.315788596948275	-5.86999945312829
AT3G60080	-0.162086520078476	5.3504164253458	-1.39943960960308	0.17648329799434	0.315946320315982	-5.79222374198839
AT2G22720	-0.136704624045498	6.32873392187829	-1.39934461499831	0.176511382089286	0.315969763454666	-5.86122245330433
AT2G37450	-0.562011862693574	2.71884603491067	-1.39907975484958	0.176589703920671	0.316078209828913	-5.31189063106
AT4G22590	-0.5198613541802	5.30679468287524	-1.39898495439003	0.176617744133844	0.316078209828913	-5.76475674885337
AT1G53170	0.401465604326967	2.2160849202575	1.39897233518056	0.176621476929984	0.316078209828913	-5.19360725909573
AT1G75840	-0.134577527490934	6.36522981232723	-1.39889247892967	0.176645100087514	0.316078209828913	-5.86459726178235
AT3G11150	0.478344289103958	0.806929416667465	1.39888627647682	0.176646935009223	0.316078209828913	-5.0578720879968
AT2G22970	-0.261587071456217	6.03923575876257	-1.39819131404956	0.176852627945214	0.316419402230954	-5.84724650206953
AT3G60700	0.546408732582238	-0.711582135211001	1.39787431161134	0.176946516999305	0.316560517554558	-4.7003328222935
AT4G09900	-2.63187181668473	-0.723335009784442	-1.3977893276356	0.176971694133323	0.316578692492401	-4.57381601553417
AT3G02065	-0.128220763616084	4.22134090461623	-1.39766504380188	0.177008519300999	0.316617699352148	-5.63130918743572
AT2G43130	0.161773547128201	4.5273105990741	1.39750975509987	0.177054539790251	0.316673146001909	-5.6733781283549
AT1G56180	0.215278801553382	4.11443488627061	1.39740818231105	0.177084646508551	0.31667702999557	-5.60122338735271
AT3G16470	0.356940951845971	7.72989105599656	1.39740106381695	0.177086756621811	0.31667702999557	-5.87130581519366
AT2G44370	-0.596944802102902	2.95058156126067	-1.39718511418272	0.177150779464199	0.316764647646562	-5.35868738252572
AT3G11700	-0.312507178567999	6.64474707742558	-1.39651278273106	0.177350224886421	0.317094380034415	-5.86835310843658
AT3G58190	-0.442651549053389	1.01643514388221	-1.39638621116966	0.177387792092675	0.317134649929063	-4.99592688189454
AT3G46430	0.148357297463678	6.33302464131871	1.39619119403091	0.177445686813739	0.317178415124492	-5.86676105435265
AT1G16460	0.125318258259062	5.65885512081436	1.39612944570148	0.177464021183383	0.317178415124492	-5.83047750216022
AT4G30950	-0.751996676893903	6.5132652774635	-1.39612876876237	0.177464222189146	0.317178415124492	-5.86224810773875
AT1G12900	-3.36203059691153	5.85544114749793	-1.3961010343749	0.177472457608794	0.317178415124492	-5.58278211961547
AT4G24660	-1.6954739387369	0.455345211115661	-1.39593979588592	0.177520341646435	0.317237097482778	-4.74470478878278
AT3G01050	-0.120427110749026	4.61683376374354	-1.39584702048071	0.177547898439702	0.31725944724158	-5.70213532149076
AT1G05500	-0.116849066198736	6.37058457800058	-1.39574063287448	0.177579502631996	0.317289024875612	-5.86891849510391
AT2G24070	0.310066838048577	2.4301493136716	1.39527507987315	0.177717855725591	0.317490435893734	-5.28101600470799
AT1G53430	-0.393073547557964	5.04380386722668	-1.39525996078108	0.177722350263096	0.317490435893734	-5.73984836783459
AT5G27610	-0.182388762219909	3.56407756154319	-1.39470162130613	0.177888394614681	0.317760135452714	-5.52066536910718
AT1G69252	0.238345275899355	5.63710630797421	1.39458928033483	0.177921818628251	0.317768532828692	-5.81346293350809
AT1G42480	0.235178072468384	4.56531020598749	1.39458448840555	0.177923244448627	0.317768532828692	-5.70787903730867
AT1G18382	-0.824971452699378	-0.421864685462472	-1.39451168079152	0.177944909201277	0.317780302097842	-4.68587288599915
AT3G62680	-0.873167164159319	7.85761154864338	-1.39399554328709	0.178098552368349	0.318027741120271	-5.87684200581339
AT3G06750	-0.485988406851905	3.94510430343185	-1.39392507502468	0.178119537494071	0.318038272943843	-5.58032543889448
AT5G25620	0.381847457262095	3.75695178977443	1.39375003546451	0.178171672021755	0.31810441655108	-5.59521260310063
AT1G63020	0.314822992776017	3.38076345964851	1.39356935515514	0.178225499400809	0.318173571084777	-5.49522887061168
AT1G26470	0.219426501825432	4.48661127643189	1.39319996115922	0.178335587854726	0.318336777268635	-5.69074366187458
AT3G20460	-0.856424059270616	3.76056696397418	-1.39316126845839	0.178347122369192	0.318336777268635	-5.44635360641565
AT5G09295	-0.545708275885596	-0.194767150689706	-1.39303513522547	0.178384727542229	0.318350307910658	-4.74033696743349
AT1G73965	-0.720169354670678	-0.260026013868554	-1.39303453374969	0.178384906880488	0.318350307910658	-4.73306237478101
AT2G41100	-1.35368066289932	5.08051106108068	-1.39280994835819	0.178451880165272	0.31844287089511	-5.6833021736842
AT1G60860	0.248911001800242	4.66503768444966	1.39273891391215	0.178473067425154	0.318453721120893	-5.72029196188973
AT1G44125	0.172168392919791	3.51201459259567	1.39244703158102	0.17856014750173	0.318568550560174	-5.51107979833417
AT5G19850	-0.514175554523967	3.37451880457298	-1.39242190029817	0.178567646746632	0.318568550560174	-5.44531332854022
AT5G56500	0.214551159060577	7.26079811660639	1.39231872539388	0.178598437062158	0.31859651800544	-5.87956955319091
AT2G26500	-2.21884493398872	4.93484355954562	-1.39187316346727	0.178731454066063	0.318770470902365	-5.58874611668967
AT5G22950	-0.167740111315979	5.29722144412466	-1.3917952634441	0.178754718277876	0.318770470902365	-5.80676661044373
AT2G38140	-0.679731746426967	4.88992538444761	-1.3917864542628	0.178757349220798	0.318770470902365	-5.72263375450176
AT5G42900	0.584023295597815	-0.451773252551025	1.39176703216039	0.178763149919349	0.318770470902365	-4.69437974673526
AT1G63690	0.137076997259769	6.26031238768602	1.39173887059984	0.178771561053499	0.318770470902365	-5.86837163767566
AT3G56750	0.184297698869059	4.75935698697115	1.39167194516177	0.178791551229256	0.318779150800365	-5.71897387363502
AT1G23090	-1.02273198564009	3.4092364721212	-1.39156353654308	0.178823935937898	0.318790340798598	-5.38382853230823
AT5G66920	0.145242937417981	7.44439091009435	1.39152615015401	0.178835105391759	0.318790340798598	-5.88048592585267
AT3G58500	0.0967404329897663	7.94548425389509	1.39149907066113	0.178843195933787	0.318790340798598	-5.87903727688936
AT3G50685	-0.892294717246375	3.26108644462348	-1.39127692412784	0.178909577702932	0.318881702712252	-5.41156659789405
AT3G47360	0.276080212858029	4.12939754495775	1.39114768990674	0.178948204489753	0.318923583923232	-5.62529061637201
AT3G13640	-0.57758620157818	0.0890456586951521	-1.39103544367145	0.178981759144234	0.318956419203691	-4.79888442629642
AT2G46420	0.202245239853966	4.63632805672581	1.39000660212806	0.179289552965134	0.319477918554947	-5.71298465467796
AT1G17310	-0.753799624974193	-0.493518622621228	-1.38963838616419	0.179399813060186	0.319635175526154	-4.7741663503284
AT5G64250	-0.224198714725482	6.37499435575427	-1.38961061628979	0.179408130779196	0.319635175526154	-5.87830736349926
AT4G17970	0.342296937747354	3.06824072441137	1.38919618790386	0.179532298230121	0.319801987492591	-5.37767690779171
AT1G16480	0.314399275285717	2.18075395486913	1.38915546511725	0.179544502939018	0.319801987492591	-5.25570045899801
AT1G78915	-0.425641382169926	2.74248741691174	-1.38914622158413	0.179547273338464	0.319801987492591	-5.36072426618037
AT4G40042	-0.167038959250521	3.81684349353282	-1.38906372320048	0.179572000619613	0.319805160727189	-5.55018798901185
AT2G21220	-1.82473790512537	-3.06113768762589	-1.38903904838696	0.179579396941543	0.319805160727189	-4.48369912905253
AT3G09040	0.265378540096231	2.26656326172182	1.38897259403314	0.179599317968557	0.319808140069689	-5.26606234619482
AT2G45530	0.156877710630612	3.77802440812921	1.38893225170194	0.179611412252611	0.319808140069689	-5.54472246814533
AT1G63290	0.168075954855862	5.57060133872655	1.3888295468086	0.179642205229939	0.31983595323033	-5.83591645292346
AT3G27650	-0.189228392876173	3.43932641175659	-1.38828436679785	0.179805731614502	0.320080319572631	-5.48730955230059
AT1G10450	0.16214924904901	5.66970542761458	1.38827071967407	0.179809826583449	0.320080319572631	-5.84139034023447
AT1G77510	-0.194588604147158	6.25209295706434	-1.38805745353481	0.179873829091168	0.320167214155352	-5.87430610000075
AT1G32370	-0.244787004558476	3.8012108591717	-1.38793124344073	0.179911714092607	0.320207610019602	-5.56854407947151
AT2G27190	0.182925148432445	5.73335139465843	1.38784998545478	0.179936109003742	0.320223991371792	-5.84660535625546
AT3G22640	-1.75456856118008	-3.09836455103734	-1.38775581837891	0.17996438272522	0.32024727231535	-4.48401230256222
AT5G22700	0.205183178990619	4.43055463207081	1.38751316917436	0.18003725462776	0.320330600930101	-5.68121309574725
AT3G21220	0.141877632989292	5.46402930948534	1.38749869738332	0.18004160150948	0.320330600930101	-5.81911437494595
AT2G33550	0.299830701511747	4.65932405817871	1.38728046291543	0.180107162594054	0.320420203180239	-5.72154376029418
AT3G55110	-2.57139795792281	-2.17894174873852	-1.38685267515753	0.180235732046567	0.320621876079463	-4.49270295933079
AT3G51510	-1.52061845507713	2.13438657522052	-1.38666872070997	0.180291041128417	0.320659599657598	-5.11602559641463
AT1G69572	0.66978681902065	-1.22700538436465	1.38666222369146	0.180292994816694	0.320659599657598	-4.66474452880784
AT1G77380	0.307378567368144	2.44507429026932	1.38658151218614	0.180317266606457	0.320659599657598	-5.33403056560034
AT5G16490	-0.344658405802315	2.29420829734466	-1.38657979057841	0.180317784361535	0.320659599657598	-5.27686592129241
AT3G46590	-0.145884579782236	5.76006779274128	-1.3859716652931	0.180500745708442	0.320957884397634	-5.84388485195764
AT5G53870	1.68027680906425	-1.86788887099269	1.38564369935194	0.180599479382877	0.321106361790742	-4.52535919396205
AT1G59900	0.08787340226319	6.87160838337926	1.38551792200093	0.180637355894675	0.32114661906551	-5.88800392284296
AT5G01780	0.233880638834259	3.2995845361065	1.38493898014201	0.180811779749741	0.321429610147119	-5.49205330649234
AT1G74110	1.39897359353658	-1.95251500968852	1.38467135450529	0.180892455481409	0.32154449721732	-4.52518593606255
AT3G50700	0.315165193956285	3.62324314969735	1.38462340290199	0.180906913519801	0.32154449721732	-5.58758218217036
AT4G02510	-0.364839499195849	7.75074012351243	-1.38421226931306	0.181030913504697	0.321720091691633	-5.88956624547483
AT3G59340	0.503022246828822	2.03240848946392	1.38415605124306	0.18104787442435	0.321720091691633	-5.21074034394302
AT5G05690	-0.375298500033617	5.43621276405416	-1.38414406166617	0.181051491828171	0.321720091691633	-5.81798420866687
AT4G18400	0.269402450081666	2.5930629466593	1.38395410903577	0.181108810574911	0.321776905046654	-5.31319075738879
AT5G54530	-0.390910587811332	0.765780122034901	-1.38389645858187	0.181126209623685	0.321776905046654	-4.92871140128718
AT2G42865	0.389619018548348	1.39080107027749	1.3838863589956	0.181129257840778	0.321776905046654	-5.0480087317654
AT2G17972	-1.17867459574778	1.33050005693643	-1.38350168668033	0.181245388548049	0.32194355970864	-5.01918346615167
AT1G74545	0.773072013046504	-0.409530695959251	1.3834744506659	0.181253613217369	0.32194355970864	-4.70448399231128
AT3G56800	-0.109115620766426	7.63966613072516	-1.38330233163165	0.181305596207862	0.322008759631117	-5.89093501046049
AT5G67620	-0.355154746847881	3.85360294729806	-1.38322691011747	0.181328378581007	0.32201684050758	-5.59201693600361
AT4G15800	-0.317669708206069	4.92232269902286	-1.38318612960051	0.181340697991721	0.32201684050758	-5.73814827885182
AT5G17820	-0.725817466017891	8.44001694551883	-1.38307273254852	0.181374957680227	0.322042206180826	-5.88720857093635
AT5G05400	-0.555565503121676	4.23612807001924	-1.38300736249637	0.181394709722206	0.322042206180826	-5.60976140281455
AT5G55400	-0.346531925734989	4.75038125179208	-1.38298716178915	0.181400813861059	0.322042206180826	-5.72905149082765
AT5G09670	-0.135085100386561	5.32390916886591	-1.38289610613297	0.181428330591013	0.322063933377563	-5.80612122250733
AT3G57580	0.285451931444917	2.43076937460584	1.38279538742732	0.181458771337248	0.32209084706881	-5.30064543709642
AT3G14680	-0.334563894254618	6.10848162990225	-1.38274347968141	0.181474461278238	0.322091575628969	-5.87183364940708
AT3G49530	0.233403528909391	5.08664593833658	1.38268008571986	0.181493624576396	0.32209846826658	-5.7716486987249
AT3G17020	-0.167623123994611	7.02411213466189	-1.38258735612002	0.181521658619447	0.322121101414087	-5.89266789709361
AT2G31081	0.455430146530934	0.87150452511014	1.382405137109	0.18157675718021	0.322191754323134	-5.09022982438156
AT3G63490	-0.829389308212569	5.69078407415001	-1.38201666873002	0.181694264968406	0.322373125623601	-5.82120856457636
AT4G13615	-0.0992831623642649	7.32666232765347	-1.38195504473162	0.181712911175125	0.322376333199791	-5.89321723266739
AT5G02020	-0.572072644441746	3.33552159039983	-1.38189269184719	0.181731779479662	0.322376333199791	-5.4552195679985
AT1G61950	-1.06599348902699	2.26675919966568	-1.38185907819823	0.181741951790622	0.322376333199791	-5.21605644469427
AT4G20410	-0.172981618218071	5.52289768661794	-1.38169794632575	0.181790720527518	0.322390781101747	-5.83538278666096
AT5G44460	-0.245720690240544	2.85890683044867	-1.38169152524888	0.181792664169066	0.322390781101747	-5.36687246169686
AT3G43300	0.120947039065107	8.03362096198328	1.38168057789742	0.181795977939111	0.322390781101747	-5.89110094445375
AT5G58010	-0.796624807846173	5.03444206457678	-1.38160158166023	0.181819891575003	0.322406066150829	-5.75453006691114
AT4G25610	0.208223911602482	4.26709993598736	1.38127896780586	0.181917578820605	0.322552154221412	-5.66289917395685
AT3G63140	-2.9901619510078	4.08359159896365	-1.38114114711902	0.181959323566473	0.322581007479119	-5.36274452955729
AT1G22790	0.146329752052989	4.93882623303698	1.38112199940567	0.181965123853924	0.322581007479119	-5.76513299845825
AT1G77525	1.19585568217288	-1.47918520860683	1.38107368519208	0.181979760006721	0.322581007479119	-4.5788051141179
AT5G65030	0.444134439754453	1.25965093493388	1.38092699193511	0.182024204535511	0.322632660523718	-5.0927979345785
AT3G15900	-0.737627630882667	1.59620260805829	-1.38081059204033	0.18205947705412	0.322668049125681	-5.03721581307323
AT1G18335	-0.221364438421988	2.87295676176402	-1.38024559050504	0.182230766113051	0.322944476642549	-5.40828396435708
AT2G45240	0.183884701663017	5.66374888666163	1.3801555601873	0.182258072060648	0.322949535320472	-5.85117051117976
AT1G12310	0.119791809213023	6.76100175621437	1.38013515618278	0.182264260991824	0.322949535320472	-5.89447072511848
AT5G27430	0.18991724370709	5.33475058264328	1.37960775226566	0.182424290912914	0.323205921368652	-5.82653367472334
AT5G49550	0.176260196410131	3.41868614975407	1.37953444665166	0.18244654285151	0.323218179957125	-5.50263782951071
AT2G32460	-1.07873560179418	-2.54771464492262	-1.37928435705578	0.182522473873966	0.32329833141935	-4.51891260366085
AT4G32960	-0.155041994576294	3.84192567081896	-1.37926783940738	0.182527489769765	0.32329833141935	-5.57689743734138
AT1G72060	-1.9501697254577	-0.438970843373349	-1.37923390136496	0.182537796041419	0.32329833141935	-4.61159488590627
AT3G07565	-0.168049425875306	4.29769848958141	-1.37915268983595	0.182562460159734	0.323314850051852	-5.65887950828534
AT3G44540	-0.341351767072942	6.08152509575406	-1.37884002602511	0.18265744160501	0.323455886175539	-5.8887940557045
AT2G15320	-0.200324373773227	4.48433839537111	-1.37849470117634	0.1827623905659	0.323614547931891	-5.69232872515729
AT4G25550	0.179187405874922	5.32683191563332	1.37835446916334	0.182805022696805	0.323662848853406	-5.81292015222146
AT4G03115	-0.250261928153297	2.5437717343033	-1.37825603581125	0.182834952284792	0.323688653242917	-5.31206691788549
AT5G19070	-0.18437753763436	3.4716997739179	-1.37803858985818	0.182901082596182	0.32377853721259	-5.49753290334976
AT3G03120	-0.21287275214398	3.89102272182634	-1.37778304432907	0.182978824188797	0.323888959098148	-5.59824213355443
AT5G13730	-3.68139240986262	-0.431550730683218	-1.37738532887506	0.183099868752107	0.324076006154024	-4.57591154203461
AT5G30510	-0.694678142542584	6.07691687921525	-1.37725371211251	0.183139940295141	0.324119716348046	-5.86777251607302
AT2G30040	0.278127465882863	3.10453873852362	1.37642902583233	0.183391179995024	0.32452278968981	-5.46877666029469
AT1G53390	0.14555611246589	5.20113290825289	1.37640507176357	0.183398481668629	0.32452278968981	-5.80523605213212
AT3G07360	0.155705754457828	6.41629905919236	1.37609537514475	0.183492904139467	0.324662617027024	-5.89352576875158
AT2G47350	-0.161506142098794	4.19576120190202	-1.37587888812446	0.183558931171535	0.324748131806257	-5.64998123354688
AT3G49260	-2.2764833149802	-0.019374396197102	-1.37583589368845	0.183572046423309	0.324748131806257	-4.68426229587121
AT2G43520	-2.65733978938005	-2.13484324207211	-1.37572511901533	0.183605841153049	0.324780660527505	-4.51220408692395
AT5G56760	-0.17524980125564	6.98936262667576	-1.37537525132718	0.183712609989009	0.324930633499935	-5.90209621906606
AT1G48170	0.211933520323071	3.91246799716646	1.37534628250218	0.183721452594199	0.324930633499935	-5.61094900285433
AT4G11521	-1.95874836546311	-1.96199468212463	-1.37528599315348	0.183739856735219	0.324935921139129	-4.5448869337722
